Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Skype,Широта,Долгота,2GIS URL,Тип,Twitter,Telegram 1,Telegram 2,Telegram 3,Тип;;;;;;;;;;;;;;;;;;;,E-mail,Тип;;;;;;;;;;;;;;;;;;,Viber 1,Viber 2,Тип;;;;;;;;;;;;;;;;;,Тип;;;;;;;;;;;;;;;;;;;;;;;
Ет-сүт,магазин,Мясо / Полуфабрикаты; Мясо птицы / Полуфабрикаты; Молочные продукты; Орехи / Семечки / Сухофрукты,"улица Жанкожа батыра, 139",1 этаж,50065.0,Шанырак-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:30; Вт: 09:00-21:30; Ср: 09:00-21:30; Чт: 09:00-21:30; Пт: 09:00-21:30; Сб: 09:00-21:30; Вс: 09:00-21:30,+05:00,5.0,1.0,87077098002,,,,,,,,,,,,https://wa.me/77077098002,,,,,,,43.298235,76.850912,https://2gis.com/firm/70000001039429820,branch,,,,,,,,,,,
Жадыра,продуктовый магазин,Продуктовые магазины,"улица Жанкожа батыра, 102а",,50065.0,Шанырак-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,1.8,1.0,,,,,,,,,,,,,,,,,,,,43.289857,76.850855,https://2gis.com/firm/70000001024862112,branch,,,,,,,,,,,
Жаксылык,мини-маркет,Супермаркеты,"улица Ак-Кайнар, 59",1 этаж,50047.0,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,3.1,24.0,87476086085,87076692070,,,,,,,,,,,https://wa.me/77476086085,https://wa.me/77076692070,,,,,,43.311401,76.841253,https://2gis.com/firm/70000001029568682,branch,,,,,,,,,,,
Жалгас,продуктовый магазин,Продуктовые магазины,"улица Аксункар, 44",,50061.0,Самгау м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,2.0,87476681875,,,,,,,,,,,,https://wa.me/77476681875,,,,,,,43.27143,76.857601,https://2gis.com/firm/70000001089267508,branch,,,,,,,,,,,
Жалын,продуктовый магазин,Продуктовые магазины,"улица Аркалык, 34",,50047.0,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-01:00; Вт: 07:00-01:00; Ср: 07:00-01:00; Чт: 07:00-01:00; Пт: 07:00-01:00; Сб: 07:00-01:00; Вс: 07:00-01:00,+05:00,5.0,5.0,87759045817,87476661697,,,,,,,,,,,,,,,,,,43.318621,76.84176,https://2gis.com/firm/70000001043457019,branch,,,,,,,,,,,
Жамиля,продовольственный магазин,Продуктовые магазины,"улица Парасат, 9",,50058.0,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.6,5.0,87470690556,,,,,,,,,,,,https://wa.me/77470690556,,,,,,,43.296119,76.888793,https://2gis.com/firm/70000001039384881,branch,,,,,,,,,,,
Жамиля,продовольственный магазин,Продуктовые магазины,"улица Бурундайская, 11а",,50048.0,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,5.0,2.0,87789044792,,,,,,,,,,,,https://wa.me/77789044792,,,,,,,43.348094,76.917994,https://2gis.com/firm/70000001023533921,branch,,,,,,,,,,,
Жан,продуктовый магазин,Продуктовые магазины,"улица Центральная, 3",,50047.0,Томирис м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,4.6,7.0,87474500720,,,,,,,,,,,,,,,,,,,43.327821,76.84918,https://2gis.com/firm/9429940000989662,branch,,,,,,,,,,,
Жан Али,продуктовый магазин,Продуктовые магазины,"улица Жас Казах, 2а",,50065.0,Шанырак-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,5.0,1.0,,,,,,,,,,,,,,,,,,,,43.278701,76.864257,https://2gis.com/firm/70000001045559773,branch,,,,,,,,,,,
Жан Кожа,продуктовый магазин,Продуктовые магазины,"улица Диханкол, 19",,50024.0,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.9,1.0,,,,,,,,,,,,,,,,,,,,43.334863,76.896224,https://2gis.com/firm/70000001072509191,branch,,,,,,,,,,,
Жанадил,продуктовый магазин,Продуктовые магазины,"улица Халифы Алтая, 39",,50024.0,Дархан м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,1.9,3.0,,,,,,,,,,,,,,,,,,,,43.314437,76.874768,https://2gis.com/firm/70000001024831323,branch,,,,,,,,,,,
Жанали,магазин,Продуктовые магазины,"улица Аршалы, 64/1",,50061.0,Самгау м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,8.0,,,,,,,,,,,,,,,,,,,,43.272452,76.868009,https://2gis.com/firm/70000001078592614,branch,,,,,,,,,,,
Жанар,продуктовый магазин,Продуктовые магазины,"улица Ертаргын, 54/1",,50065.0,Шанырак-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,5.0,1.0,,,,,,,,,,,,,,,,,,,,43.30278,76.860525,https://2gis.com/firm/70000001046132666,branch,,,,,,,,,,,
Жанарыс,продуктовый магазин,Продуктовые магазины,"микрорайон Дарабоз, 61",,50000.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-24:00; Вт: 07:00-24:00; Ср: 07:00-24:00; Чт: 07:00-24:00; Пт: 07:00-24:00; Сб: 07:00-24:00; Вс: 07:00-24:00,+05:00,3.9,4.0,,,,,,,,,,,,,,,,,,,,43.268082,76.819738,https://2gis.com/firm/70000001069357108,branch,,,,,,,,,,,
Заман,продуктовый магазин,Продуктовые магазины,"Лизунова улица, 2",,50038.0,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+05:00,3.0,6.0,87017703007,87476792264,,,,,,,,,,,https://wa.me/77017703007,https://wa.me/77476792264,,,,,,43.250882,76.833535,https://2gis.com/firm/9429940001445849,branch,,,,,,,,,,,
Зара,продуктовый магазин,Продуктовые магазины,"улица Аханова, 17",,50038.0,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,2.1,2.0,,,,,,,,,,,,,,,,,,,,43.263399,76.826704,https://2gis.com/firm/70000001089091660,branch,,,,,,,,,,,
Зарина ,мини-маркет,Продуктовые магазины,"улица Касыма Шарипова, 206/8",,50000.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,,,87474219170,,,,,,,,,,,,https://wa.me/77474219170,,,,,,,43.27213,76.829345,https://2gis.com/firm/70000001087513093,branch,,,,,,,,,,,
Зарина,мини-маркет,Супермаркеты,"улица Касыма Шарипова, 206/8",,50000.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,2.4,2.0,,,,,,,,,,,,,,,,,,,,43.27213,76.829345,https://2gis.com/firm/70000001081893326,branch,,,,,,,,,,,
Зарина,продуктовый магазин,Продуктовые магазины,"микрорайон Аккент, 32",1 этаж,50038.0,Аккент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:30-24:00; Вт: 07:30-24:00; Ср: 07:30-24:00; Чт: 07:30-24:00; Пт: 07:30-24:00; Сб: 07:30-24:00; Вс: 07:30-24:00,+05:00,4.2,9.0,,,,,,,,,,,,,,,,,,,,43.24433,76.815681,https://2gis.com/firm/70000001028206148,branch,,,,,,,,,,,
Заря Восток,магазин,Продуктовые магазины,"улица Биянху, 252Б",,50058.0,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,2.6,5.0,,,,,,,,,,,,,,,,,,,,43.273427,76.881243,https://2gis.com/firm/70000001056699640,branch,,,,,,,,,,,
Зере,продуктовый магазин,Продуктовые магазины,"микрорайон Дарабоз, 87",вход с торца,50000.0,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,,,87010666555,,,,,,,,,,,,,,,,,,,43.270429,76.820333,https://2gis.com/firm/70000001091597850,branch,,,,,,,,,,,
Зэльда,продовольственный магазин,Продуктовые магазины,"улица Кошкарбаева, 9",,50024.0,Ожет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,3.7,8.0,,,,,,,,,,,,,,,,,,,,43.326166,76.896222,https://2gis.com/firm/70000001036922224,branch,,,,,,,,,,,
Илнура,продуктовый магазин,Продуктовые магазины,"улица Самен батыра, 27/1",,50053.0,Алгабас м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.9,1.0,,,,,,,,,,,,,,,,,,,,43.251449,76.797291,https://2gis.com/firm/70000001062364714,branch,,,,,,,,,,,
Ильяс,продуктовый магазин,Продуктовые магазины,"улица Шотаманулы, 157/1",,50058.0,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,5.0,2.0,87028888481,87475893880,,,,,,,,,,,https://wa.me/77475893880,https://wa.me/77028888481,,,,,,43.280188,76.881457,https://2gis.com/firm/70000001040390392,branch,,,,,,,,,,,
Инабат ,магазин,Продуктовые магазины,"улица Игилик, 96",,50047.0,Коккайнар м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,2.0,,,,,,,,,,,,,,,,,,,,43.326897,76.840623,https://2gis.com/firm/70000001086777706,branch,,,,,,,,,,,
Индира,магазин продуктов питания,Продуктовые магазины,"улица 3-й градокомплекс, 182",,50058.0,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,3.7,3.0,,,,,,,,,,,,,,,,,,,,43.299426,76.891965,https://2gis.com/firm/70000001038893442,branch,,,,,,,,,,,
Инжу,мини-маркет,Супермаркеты,"улица Куанышбаева, 80",,50024.0,Дархан м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,3.5,10.0,87074143357,,,,,,,,,,,,https://wa.me/77028362277,https://wa.me/77074143357,,,,,,43.311475,76.876829,https://2gis.com/firm/70000001034015868,branch,,,,,,,,,,,
Инжу,продуктовый магазин,Продуктовые магазины,"улица Тойшыбек батыра, 77/1а",,50065.0,Шанырак-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:30-23:00; Вт: 09:30-23:00; Ср: 09:30-23:00; Чт: 09:30-23:00; Пт: 09:30-23:00; Сб: 09:30-23:00; Вс: 09:30-23:00,+05:00,,,87472715814,,,,,,,,,,,,https://wa.me/77476276212,https://wa.me/77472715814,,,,,,43.287507,76.84884,https://2gis.com/firm/70000001039407992,branch,,,,,,,,,,,
Инкар,продуктовый магазин,Продуктовые магазины,"улица Такежанова, 73/1",,50058.0,Улжан-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,4.9,1.0,,,,,,,,,,,,,,,,,,,,43.307282,76.874763,https://2gis.com/firm/70000001020887322,branch,,,,,,,,,,,
Инсан,продовольственный магазин,Продуктовые магазины,"улица Маметовой, 27",1 этаж,50058.0,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,,,,,,,,,,,,,,,,,,,,,,43.293785,76.886244,https://2gis.com/firm/70000001039441074,branch,,,,,,,,,,,
Ирсу,мини-маркет,Супермаркеты,"улица Байтенова Нояна, 93",1 этаж,50047.0,Айгерим-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,2.5,13.0,,,,,,,,,,,,,,,,,,,,43.272002,76.836759,https://2gis.com/firm/70000001033989803,branch,,,,,,,,,,,
Ихляс,магазин,Продукты быстрого приготовления; Молочные продукты,"улица Ак-Кайнар, 67/1",,50047.0,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,2.0,87072010151,,,,,,,,,,,,https://wa.me/77072010151,,,,,,,43.310603,76.841286,https://2gis.com/firm/70000001094192598,branch,,,,,,,,,,,
Інжу,магазин,Продуктовые магазины,"микрорайон Аккент, 91",,50038.0,Аккент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,,,,,,,,,,,,,,,,,,,,,,43.242608,76.809627,https://2gis.com/firm/70000001093635732,branch,,,,,,,,,,,
Інжу,магазин,Продуктовые магазины,"микрорайон Аккент, 71",,50038.0,Аккент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,4.0,2.0,87072004982,,,,,,,,,,,,https://wa.me/77072004982,,,,,,,43.24184,76.808145,https://2gis.com/firm/70000001093635701,branch,,,,,,,,,,,
Інжу,магазин,Женская одежда; Хозтовары,"микрорайон Саялы, 20",Цокольный этаж,50047.0,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,,,43.308688,76.841367,https://2gis.com/firm/70000001084094554,branch,,,,,,,,,,,
Іңкәр,продуктовый магазин,Продуктовые магазины,"улица Жиренкол, 444",,50071.0,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,5.0,5.0,,,,,,,,,,,,,,,,,,,,43.239394,76.786192,https://2gis.com/firm/70000001044557508,branch,,,,,,,,,,,
Кit market,магазин,Запчасти для легковых автомобилей,"улица Мурат Монкеулы, 159",,50024.0,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,7.0,87072210900,,,,,,,,,https://instagram.com/kitmarket.kz,,,https://wa.me/77072210900,,,,,,,43.333423,76.894211,https://2gis.com/firm/70000001061223099,branch,,,,,,,,,,,
