Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Skype,Широта,Долгота,2GIS URL,Тип
My Mart,мини-маркет,Супермаркеты,"Коктем-3 микрорайон, 24",,050040,Коктем-3 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,1.1,9,,,,,,,,https://instagram.com/mymart_stores,,,,,,,https://t.me/mymartteam,,,,43.234289,76.920036,https://2gis.com/firm/70000001083544919,branch
My Mart,мини-маркет,Супермаркеты,"улица Масанчи, 98Б",,050022,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,2.4,12,87006922605,,,,,,,https://instagram.com/mymart_stores,,,,,,,https://t.me/mymartteam,,,,43.240034,76.931808,https://2gis.com/firm/70000001079991337,branch
My Mart,мини-маркет,Супермаркеты,"бульвар Бухар жырау, 35",,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,2.6,6,,,,,,,,https://instagram.com/mymart_stores,,,,,,,https://t.me/mymartteam,,,,43.233249,76.921478,https://2gis.com/firm/70000001079609342,branch
My Mart,мини-маркет,Супермаркеты; Доставка продуктов,"улица Муканова, 241",127 помещение,050008,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,2.7,21,87082991536,,,,,,,https://instagram.com/mymart_stores,,,,,,,https://t.me/mymartteam,,,,43.243787,76.915371,https://2gis.com/firm/70000001050672244,branch
My Mart,мини-маркет,Супермаркеты,"улица Жарокова, 219",цокольный этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,2.7,22,87077507140,,,,,,,https://instagram.com/mymart_stores,,,,,,,https://t.me/mymartteam,,,,43.223646,76.901125,https://2gis.com/firm/70000001040850187,branch
My mart,продуктовый магазин,Продуктовые магазины,"улица Каныша Сатпаева, 90/55 блок 8",,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,,+05:00,1.1,2,,,,,,,,,,,,,,,,,,,43.229749,76.876007,https://2gis.com/firm/70000001093543160,branch
Nauryz,мини-маркет,Супермаркеты; Доставка еды,"улица Аскарова, 11а",,,Рахат (Наурызбайский район) м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.9,17,,,,,,,,https://instagram.com/nauryz.kz,,,https://wa.me/77076383445,,,,,,,,43.18621,76.866495,https://2gis.com/firm/70000001089691641,branch
Nauryz,мини-маркет,Супермаркеты; Алкогольные напитки,"улица Утепова, 31 блок 21",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,1.9,21,,,,,,,,https://instagram.com/nauryz.kz,,,,,,,,,,,43.218728,76.888003,https://2gis.com/firm/70000001088241185,branch
Nauryz,мини-маркет,Супермаркеты; Алкогольные напитки,"проспект Абая, 164/12",,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,2.4,30,,,,,,,,https://instagram.com/nauryz.kz,,,,,,,,,,,43.23601,76.880852,https://2gis.com/firm/70000001081531267,branch
Nauryz,мини-маркет,Супермаркеты; Доставка продуктов,"улица Тургут Озала, 194 блок 15",,050046,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.2,10,,,,,,,,https://instagram.com/nauryz.kz,,,,,,,,,,,43.240049,76.882971,https://2gis.com/firm/70000001081315561,branch
Nauryz,мини-маркет,Супермаркеты,"улица Арайлы, 12",,,Ерменсай м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.2,19,,,,,,,,https://instagram.com/nauryz.kz,,,,,,,,,,,43.189255,76.930837,https://2gis.com/firm/70000001081187845,branch
Nauryz,мини-маркет,Супермаркеты,"проспект Гагарина, 245 к4",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,3.0,23,,,,,,,,https://instagram.com/nauryz.kz,,,,,,,,,,,43.208898,76.897365,https://2gis.com/firm/70000001080484804,branch
Nauryz,мини-маркет,Супермаркеты; Доставка продуктов,"улица Навои, 208/6",,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,3.1,49,87073722024,,,,,,,https://instagram.com/nauryz.kz,,,https://wa.me/77073722024,,,,,,,,43.205615,76.885233,https://2gis.com/firm/70000001066047983,branch
Nauryz,мини-маркет,Супермаркеты,"проспект Абая, 58",1 этаж,050008,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,4.1,56,,,,,,,,https://instagram.com/nauryz.kz,,,,,,,,,,,43.239585,76.909214,https://2gis.com/firm/70000001061532308,branch
Nauryz food,мини-маркет,Супермаркеты,"улица Навои, 208/2",,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,2.6,16,,,,,,,,https://instagram.com/nauryz.kz,,,,,,,,,,,43.206214,76.886628,https://2gis.com/firm/70000001082895606,branch
Naz,мини-маркет,Супермаркеты,"микрорайон Орбита 2, 27",1 этаж,050043,Орбита-2 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.4,23,87772798167 (служба доставки),,,,,,,,,,https://wa.me/77772798167,,,,,,,,43.197428,76.881919,https://2gis.com/firm/9429940000963835,branch
Ng.hometextile,магазин,Домашний текстиль,"улица Ходжанова, 13",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (оффлайн и онлайн ),+05:00,5.0,2,87474364740,87017396369,,,,,,https://instagram.com/ng.hometextile,,,https://wa.me/77474364740,https://wa.me/77017396369,,,,,,,43.210226,76.896009,https://2gis.com/firm/70000001079101895,branch
Nika,магазин,Бижутерия; Косметика / Парфюмерия; Игрушки; Канцтовары,"улица Розыбакиева, 220",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,87750873232,,,,,,,https://instagram.com/nika.2000_melochei,,,https://wa.me/77750873232,,,,,,,,43.222899,76.891986,https://2gis.com/firm/70000001093526378,branch
Nike,магазин,Спортивная одежда / обувь,"микрорайон Самал-2, 111",1 этаж,050051,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.8,82,87013248862,,,,,,,,,,,,,,,,,,43.233866,76.956366,https://2gis.com/firm/9429940001679734,branch
NL International,магазин,БАДы; Косметика / Парфюмерия; Продукты быстрого приготовления; Продажа чая,"улица Навои, 208",422 офис; 1 этаж,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.2,62,87781057233,,,,http://nlstar.com,,,https://instagram.com/nl_int,,,,,,,https://t.me/nl_news,,https://youtube.com/user/NLInternational,,43.20644,76.884843,https://2gis.com/firm/70000001033248269,branch
Nm market,мини-маркет,Супермаркеты,"проспект Аль-Фараби, 73",цокольный этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,5.0,4,87015403289,,,,,,,,,,https://wa.me/77015403289,,,,,,,,43.212278,76.917391,https://2gis.com/firm/70000001067863707,branch
NN market,мини-маркет,Супермаркеты,"улица Айманова, 140 блок Б7",,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.3,10,87071117977,,,,,,,,,,https://wa.me/77071117977,,,,,,,,43.236941,76.898271,https://2gis.com/firm/70000001084012594,branch
NN market,мини-маркет,Продуктовые магазины,"улица Курмангазы, 144",,050008,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:30; Вт: 08:00-23:30; Ср: 08:00-23:30; Чт: 08:00-23:30; Пт: 08:00-23:30; Сб: 09:00-23:30; Вс: 09:00-23:30,+05:00,4.3,16,87471038292,,,,,,,,,,https://wa.me/77471038292,,,,,,,,43.241323,76.901599,https://2gis.com/firm/70000001080065733,branch
NN market,супермаркет,Продуктовые магазины,"улица Масанчи, 104",,050022,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.2,39,,,,,,,,,,,,,,,,,,,43.238617,76.931351,https://2gis.com/firm/70000001089153704,branch
№1,продуктовый магазин,Продуктовые магазины,"улица Байтурсынова, 100",1 этаж,050022,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,2.3,44,,,,,,,,,,,,,,,,,,,43.238762,76.928238,https://2gis.com/firm/70000001022482691,branch
№2,продуктовый магазин,Продуктовые магазины,"микрорайон Орбита-3, 50",,050043,Орбита-3 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.3,24,87774355055,,,,,,,,,,,,,,,,,,43.199015,76.872698,https://2gis.com/firm/70000001064389557,branch
Ns market,мини-маркет,Супермаркеты,"улица Кожамкулова, 269",1 этаж,050008,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:30; Вт: 09:00-23:30; Ср: 09:00-23:30; Чт: 09:00-23:30; Пт: 09:00-23:30; Сб: 09:00-23:30; Вс: 09:00-23:30,+05:00,3.1,35,87273785698,87077449348,,,,,,https://instagram.com/nsmarket269,,,https://wa.me/77077449348,,,,,,,,43.243831,76.91743,https://2gis.com/firm/70000001030680323,branch
Nur,магазин продуктов питания,Продуктовые магазины,"улица Торайгырова, 47",1 этаж,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,1.7,15,,,,,,,,,,,,,,,,,,,43.20306,76.869912,https://2gis.com/firm/9429940001014304,branch
Nursace,магазин,Обувные магазины; Сумки / Кожгалантерея,"микрорайон Самал-2, 226",1 этаж,050059,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.7,3,87085832257,,,,,,,https://instagram.com/nursace.almaty,,,https://wa.me/77085832257,,,,,,,,43.233495,76.950576,https://2gis.com/firm/70000001067982678,branch
Obuv-Sumki,магазин,Сумки / Кожгалантерея; Обувные магазины,"улица Шевченко, 51",1 этаж,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.3,12,87017531313,87018731313,87711323803,,,,,https://instagram.com/obuv_sumki_51,,,https://wa.me/77017531313,https://wa.me/77018731313,https://wa.me/77711323803,,https://t.me/obuv_4sezona,,,,43.246623,76.946429,https://2gis.com/firm/70000001038515420,branch
Off rules,магазин,Сувениры; Товары для праздников; Бижутерия; Аниме / косплей товары; Канцтовары,"Коктем-3 микрорайон, 9",,050040,Коктем-3 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,87757046494,,,,,,,https://instagram.com/off_rules,,,,,,,,,,,43.232877,76.918281,https://2gis.com/firm/70000001094118506,branch
Olja Peak Abai Qunanbaiuly Memorial store,магазин,Канцтовары,,,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00,+05:00,2.4,7,87474837836,,,,,,,https://instagram.com/olja_peak,,,https://wa.me/77474837836,,,,,,https://youtube.com/@oljapeak,,43.242974,76.951202,https://2gis.com/firm/70000001090256552,branch
Onai duken,продуктовый магазин,Продуктовые магазины,"Е. Брусиловского улица, 193",,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 07:00-01:00; Вт: 07:00-01:00; Ср: 07:00-01:00; Чт: 07:00-01:00; Пт: 07:00-01:00; Сб: 07:00-01:00; Вс: 07:00-01:00,+05:00,,,87059157623,87058783068,,,,,,https://instagram.com/onai_duken,,,https://wa.me/77058783068,https://wa.me/77059157623,,,,,,,43.240542,76.877902,https://2gis.com/firm/70000001093578368,branch
OnePlus-store.kz,магазин,Мобильные телефоны; Аксессуары к телефонам,"улица 24 Июня, 27",1 этаж,050008,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,7,87750070625 (многоканальный),,,,http://oneplus-store.kz,,,https://instagram.com/oneplus_store_kz,,,https://wa.me/77071222981,,,,https://t.me/m_home_kz,,,,43.238324,76.907346,https://2gis.com/firm/70000001026579721,branch
Onviz,магазин,Карнизы; Охранные системы,"Коктем-3 микрорайон, 17",13 бутик; цокольный этаж,050040,Коктем-3 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,5.0,3,87064306840,,,,http://electrokarniz.kz,,,https://instagram.com/electrokarniz_kaz,,,https://wa.me/77064306840,,,,,,,,43.236216,76.917086,https://2gis.com/firm/70000001080528106,branch
